Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"INTEROIL EXPL PROD";NO0013119255;IOX;"Oslo Børs";NOK;3.6995;4.40;3.35;4.34;"26/08/2024 16:25";CET;202490;'809198.20;4.34;26/08/2024
INTERPARFUMS;FR0004024222;2ITP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;44.35;45.20;43.75;45.20;"26/08/2024 17:35";CET;24685;'1106456.13;45.20;26/08/2024
"INTERPUMP GROUP";IT0001078911;2IP;"Trading After Hours";EUR;40.36;40.36;39.20;39.30;"30/07/2024 20:21";CET;275;10840.50;40.10;31/07/2024
"INTERPUMP GROUP";IT0001078911;IP;"Euronext Milan";EUR;38.48;38.56;38.16;38.36;"26/08/2024 17:35";CET;95668;'3672960.78;38.36;26/08/2024
"INTESA SANPAOLO";IT0000072618;2ISP;"Trading After Hours";EUR;3.771;3.771;3.7405;3.75;"31/07/2024 20:15";CET;112139;'420799.45;3.7525;31/07/2024
"INTESA SANPAOLO";IT0000072618;ISP;"Euronext Milan";EUR;3.67;3.677;3.6495;3.663;"26/08/2024 17:35";CET;'24897624;'91247826.83;3.663;26/08/2024
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;2.70;2.70;2.70;2.70;"30/07/2024 13:25";CET;1;2.70;2.70;26/08/2024
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;'0.282;'0.29;'0.278;'0.29;"26/08/2024 17:09";CET;8001;2239.23;'0.29;26/08/2024
INTRED;IT0005337818;ITD;"Euronext Growth Milan";EUR;9.88;10.10;9.82;9.98;"26/08/2024 17:35";CET;7750;76867.59;9.98;26/08/2024
INTUIT;US4612021034;2INTU;"Trading After Hours";EUR;587.50;587.50;587.50;587.50;"21/02/2024 18:56";CET;2;1175.00;604.10;31/07/2024
INTUIT;US4612021034;4INTU;EuroTLX;EUR;550.00;550.00;550.00;550.00;"'05/08/2024 15:26";CET;40;22000.00;554.50;26/08/2024
INTUIT;US4612021034;1INTU;"Euronext Global Equity Market";EUR;575.90;575.90;551.70;551.70;"26/08/2024 17:00";CET;29;16232.70;553.20;26/08/2024
"INTUITIVE SURGICAL";US46120E6023;4ISRG;EuroTLX;EUR;419.60;419.60;419.60;419.60;"'08/08/2024 15:57";CET;24;10070.40;428.20;26/08/2024
"INTUITIVE SURGICAL";US46120E6023;1ISRG;"Euronext Global Equity Market";EUR;437.30;437.30;433.10;433.10;"26/08/2024 15:56";CET;39;17033.70;427.25;26/08/2024
"INTUITIVE SURGICAL";US46120E6023;2ISRG;"Trading After Hours";EUR;405.40;405.40;405.40;405.40;"18/06/2024 18:15";CET;8;3243.20;410.30;31/07/2024
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;2.29;2.29;2.20;2.23;"26/08/2024 17:35";CET;10451;23435.12;2.23;26/08/2024
"INVESTOR AB CLASS";SE0015811963;1INVEB;"Euronext Global Equity Market";EUR;26.60;26.61;26.60;26.61;"26/08/2024 17:04";CET;275;7317.25;26.735;26/08/2024
"INVESTOR AB CLASS";SE0015811963;2INVEB;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"INVESTOR AB CLASS";SE0015811963;4INVEB;EuroTLX;EUR;24.80;24.80;24.80;24.80;"23/05/2024 15:51";CET;500;12400.00;26.705;26/08/2024
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;4.48;4.64;4.45;4.45;"26/08/2024 16:07";CET;1630;7325.79;4.45;26/08/2024
INWIT;IT0005090300;2INW;"Trading After Hours";EUR;10.31;10.31;10.31;10.31;"18/07/2024 19:36";CET;294;3031.14;10.28;31/07/2024
INWIT;IT0005090300;INW;"Euronext Milan";EUR;10.78;10.81;10.75;10.76;"26/08/2024 17:35";CET;705762;'7605064.29;10.76;26/08/2024
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;18.74;18.74;18.74;18.74;"'05/08/2019 00:00";CET;-;-;17.90;26/08/2024
IPSEN;FR0010259150;2IPN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;106.40;106.90;105.60;106.50;"26/08/2024 17:35";CET;20899;'2224141.80;106.50;26/08/2024
IPSOS;FR0000073298;2IPS;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;55.95;56.30;55.60;56.25;"26/08/2024 17:35";CET;25504;'1431111.90;56.25;26/08/2024
IRCE;IT0001077780;IRC;"Euronext Milan";EUR;2.08;2.15;2.08;2.15;"26/08/2024 13:32";CET;9500;19949.25;2.15;26/08/2024
IREN;IT0003027817;IRE;"Euronext Milan";EUR;1.937;1.937;1.919;1.919;"26/08/2024 17:35";CET;676682;'1302088.02;1.919;26/08/2024
"IRIS FINANCIAL SHA";KYG7552D1016;IRIS;"Euronext Amsterdam";USD;10.00;10.00;10.00;10.00;"'02/05/2022 00:00";CET;-;-;10.00;26/08/2024
"IRIS FINANCIAL UNI";KYG7552D1271;IRISU;"Euronext Amsterdam";USD;10.00;10.00;10.00;10.00;"27/04/2022 00:00";CET;-;-;10.00;26/08/2024
"IRIS FINANCIAL WAR";KYG7552D1198;IRISW;"Euronext Amsterdam";USD;'0.90;'0.90;'0.90;'0.90;"'02/05/2022 00:00";CET;-;-;'0.90;26/08/2024
"IRISH CONT. GP.";IE00BLP58571;IR5B;"Euronext Dublin";EUR;5.46;5.52;5.44;5.52;"26/08/2024 21:00";IST;8258;44980.10;5.52;26/08/2024
"IRISH RES. PROP.";IE00BJ34P519;IRES;"Euronext Dublin";EUR;'0.90;'0.904;'0.894;'0.90;"26/08/2024 21:00";IST;684941;'616420.32;'0.90;26/08/2024
IROBOT;US4627261005;2IRBT;"Trading After Hours";EUR;16.60;17.00;16.60;17.00;"23/01/2024 20:27";CET;75;1265.00;10.615;31/07/2024
IROBOT;US4627261005;4IRBT;EuroTLX;EUR;8.70;8.70;8.70;8.70;"'05/08/2024 11:39";CET;4;34.80;6.882;26/08/2024
IROBOT;US4627261005;1IRBT;"Euronext Global Equity Market";EUR;6.938;6.938;6.938;6.938;"26/08/2024 17:15";CET;223;1547.17;7.20;26/08/2024
"ISCC FINTECH";IT0005474108;ISC;"Euronext Growth Milan";EUR;2.30;2.42;2.30;2.42;"26/08/2024 17:25";CET;21481;50835.54;2.40;26/08/2024
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;3.14;3.14;3.14;3.14;"26/08/2024 14:07";CET;71;222.94;3.14;26/08/2024
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;27.40;28.40;27.40;28.20;"26/08/2024 17:35";CET;1926;54218.10;28.20;26/08/2024
"IT WAY";IT0003057624;ITW;"Euronext Milan";EUR;1.318;1.336;1.282;1.314;"26/08/2024 17:13";CET;41776;54619.31;1.314;26/08/2024
ITALGAS;IT0005211237;IG;"Euronext Milan";EUR;5.045;5.055;5.03;5.035;"26/08/2024 17:35";CET;957118;'4822152.67;5.035;26/08/2024
ITALGAS;IT0005211237;2IG;"Trading After Hours";EUR;4.942;4.942;4.90;4.90;"29/07/2024 20:15";CET;119;587.28;4.938;31/07/2024
"ITALIAN EXHIBITION";IT0003411417;IEG;"Euronext Milan";EUR;6.18;6.18;6.06;6.06;"26/08/2024 17:35";CET;3710;22529.68;6.06;26/08/2024
"ITALIAN WINE BRAND";IT0005075764;IWB;"Euronext Growth Milan";EUR;21.30;21.60;21.30;21.40;"26/08/2024 16:57";CET;874;18743.30;21.40;26/08/2024
ITALMOBILIARE;IT0005253205;ITM;"Euronext Milan";EUR;27.90;28.20;27.90;28.15;"26/08/2024 17:35";CET;5141;'144401.75;28.15;26/08/2024
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;8.70;8.70;8.70;8.70;"25/04/2024 16:30";CET;200;1740.00;8.70;26/08/2024
ITERA;NO0010001118;ITERA;"Oslo Børs";NOK;11.75;11.75;11.60;11.60;"26/08/2024 10:47";CET;22639;'263856.90;11.60;26/08/2024
"IVECO GROUP";NL0015000LU4;2IVG;"Trading After Hours";EUR;9.448;9.55;9.448;9.48;"31/07/2024 20:29";CET;5538;52729.51;9.522;31/07/2024
"IVECO GROUP";NL0015000LU4;IVG;"Euronext Milan";EUR;9.268;9.34;9.216;9.266;"26/08/2024 17:35";CET;1072143;'9946145.46;9.266;26/08/2024
"IVISION TECH";IT0005554784;IVN;"Euronext Growth Milan";EUR;1.60;1.64;1.60;1.64;"26/08/2024 17:24";CET;18000;29115.00;1.62;26/08/2024
"IVS GROUP";LU0556041001;IVS;"Euronext Milan";EUR;7.14;7.16;7.14;7.16;"26/08/2024 17:35";CET;6647;47461.80;7.16;26/08/2024
J.MARTINS,SGPS;PTJMT0AE0001;JMT;"Euronext Lisbon";EUR;16.69;16.85;16.68;16.76;"26/08/2024 21:36";BST;408012;'6843259.93;16.76;26/08/2024
J.MARTINS,SGPS;PTJMT0AE0001;2JMT;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"J.P. MORGAN CHASE";US46625H1005;1JPM;"Euronext Global Equity Market";EUR;195.90;195.90;195.90;195.90;"26/08/2024 16:26";CET;40;7836.00;195.56;26/08/2024
"J.P. MORGAN CHASE";US46625H1005;2JPMC;"Trading After Hours";EUR;194.66;194.66;194.66;194.66;"23/07/2024 19:34";CET;1;194.66;198.44;31/07/2024
"J.P. MORGAN CHASE";US46625H1005;4JPM;EuroTLX;EUR;196.00;196.00;195.60;195.60;"26/08/2024 17:09";CET;43;8421.58;195.54;26/08/2024
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;6.74;6.80;6.68;6.68;"26/08/2024 17:10";CET;347;2337.68;6.68;26/08/2024
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;15.46;15.54;15.34;15.34;"26/08/2024 17:35";CET;23777;'368260.74;15.34;26/08/2024
JCDECAUX;FR0000077919;2DEC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
JCDECAUX;FR0000077919;DEC;"Euronext Paris";EUR;18.92;19.06;18.75;18.98;"26/08/2024 17:35";CET;40899;'774765.52;18.98;26/08/2024
"JDE PEET'S";NL0014332678;2JDEP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"JDE PEET'S";NL0014332678;JDEP;"Euronext Amsterdam";EUR;21.12;21.16;20.76;20.84;"26/08/2024 17:36";CET;71317;'1490227.82;20.84;26/08/2024
JENOPTIK;DE000A2NB601;1JEN;"Euronext Global Equity Market";EUR;25.16;25.16;25.16;25.16;"'07/08/2024 15:08";CET;20;503.20;27.96;26/08/2024
JENOPTIK;DE000A2NB601;2JEN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
JENOPTIK;DE000A2NB601;4JEN;EuroTLX;EUR;-;-;-;30.22;"'07/09/2023 00:00";CET;'0;-;27.96;26/08/2024
JENSEN-GROUP;BE0003858751;JEN;"Euronext Brussels";EUR;43.50;43.90;43.50;43.60;"26/08/2024 17:35";CET;1383;60289.80;43.60;26/08/2024
"JETBLUE AIRWAYS";US4771431016;1JAM;"Euronext Global Equity Market";EUR;4.30;4.30;4.30;4.30;"22/08/2024 09:56";CET;1;4.30;4.2255;26/08/2024
"JETBLUE AIRWAYS";US4771431016;2JAM;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"JETBLUE AIRWAYS";US4771431016;4JAM;EuroTLX;EUR;6.069;6.069;6.069;6.069;"31/07/2024 12:35";CET;172;1043.87;4.233;26/08/2024
"JINHUI SHIPP TRANS";BMG5137R1088;JIN;"Oslo Børs";NOK;6.10;6.54;6.10;6.18;"26/08/2024 16:26";CET;15771;98757.84;6.18;26/08/2024
"JOHNSON & JOHNSON";US4781601046;4JNJ;EuroTLX;EUR;144.46;144.46;144.46;144.46;"22/08/2024 09:01";CET;10;1444.60;147.00;26/08/2024
"JOHNSON & JOHNSON";US4781601046;1JNJ;"Euronext Global Equity Market";EUR;143.00;149.98;143.00;147.58;"26/08/2024 14:39";CET;24;3550.44;147.20;26/08/2024
JOHNSON&JOHNSON;US4781601046;2JNJ;"Trading After Hours";EUR;147.28;147.28;147.28;147.28;"25/07/2024 18:01";CET;7;1030.96;147.72;31/07/2024
JUNGLE21;ES0105636007;MLJ21;"Euronext Access Paris";EUR;3.40;3.40;3.40;3.40;"31/07/2024 11:30";CET;29412;'100000.80;3.40;26/08/2024
"JUNIPER NETWORKS";US48203R1041;4JNPR;EuroTLX;EUR;34.66;34.66;34.66;34.66;"'04/04/2024 11:31";CET;14;485.24;34.75;26/08/2024
"JUNIPER NETWORKS";US48203R1041;2JNPR;"Trading After Hours";EUR;34.06;34.06;34.06;34.06;"'01/02/2024 19:12";CET;9;306.54;35.03;31/07/2024
"JUNIPER NETWORKS";US48203R1041;1JNPR;"Euronext Global Equity Market";EUR;34.40;34.40;34.40;34.40;"23/07/2024 16:41";CET;90;3096.00;34.74;26/08/2024
"JUST EAT TAKEAWAY";NL0012015705;4TKWY;EuroTLX;EUR;13.27;13.27;13.27;13.27;"26/08/2024 09:15";CET;200;2654.00;13.305;26/08/2024
"JUST EAT TAKEAWAY";NL0012015705;TKWY;"Euronext Amsterdam";EUR;13.40;13.50;13.225;13.29;"26/08/2024 17:35";CET;731008;'9749124.03;13.29;26/08/2024
"JUST EAT TAKEAWAY";NL0012015705;2TKWY;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"JUVENTUS FC";IT0005572778;JUVE;"Euronext Milan";EUR;2.327;2.3755;2.3175;2.3525;"26/08/2024 17:35";CET;955322;'2242857.25;2.3525;26/08/2024
"JÆREN SPAREBANK";NO0010359433;JAREN;"Oslo Børs";NOK;304.50;304.50;295.15;300.00;"26/08/2024 16:25";CET;1264;'382593.80;300.00;26/08/2024
K+S;DE000KSAG888;1SDF;"Euronext Global Equity Market";EUR;10.695;10.695;10.65;10.65;"26/08/2024 10:28";CET;61;649.70;10.695;26/08/2024
K+S;DE000KSAG888;2SDF;"Trading After Hours";EUR;11.47;11.47;11.355;11.355;"25/07/2024 18:08";CET;2;22.83;11.905;31/07/2024
K+S;DE000KSAG888;4SDF;EuroTLX;EUR;13.80;13.80;13.80;13.80;"20/03/2024 16:17";CET;211;2911.80;10.695;26/08/2024
"KABELWERK EUPEN";BE0049482129;-;"Euronext Expert Market";EUR;384.00;384.00;384.00;384.00;"20/02/2024 11:30";CET;9;3456.00;384.00;26/08/2024
KALDVIK;NO0010884794;KLDVK;"Euronext Growth Oslo";NOK;28.00;28.00;28.00;28.00;"23/08/2024 16:25";CET;22;616.00;28.00;26/08/2024
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;6.10;6.11;5.90;5.91;"26/08/2024 17:35";CET;14281;85587.52;5.91;26/08/2024
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;31.50;31.60;31.25;31.35;"26/08/2024 17:35";CET;5480;'172096.10;31.35;26/08/2024
KBC;BE0003565737;2KBC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
KBC;BE0003565737;KBC;"Euronext Brussels";EUR;69.26;69.62;69.04;69.42;"26/08/2024 17:37";CET;201412;'13980922.18;69.42;26/08/2024
"KBC ANCORA";BE0003867844;KBCA;"Euronext Brussels";EUR;45.35;45.40;45.20;45.35;"26/08/2024 17:35";CET;12040;'545823.95;45.35;26/08/2024
"KBL EPB - ORD";LU0092281103;-;"Euronext Expert Market";EUR;35.62;35.62;35.62;35.62;"10/03/2015 12:00";CET;100;3562.00;35.60;26/08/2024
"KBL EPB - PRIV";LU0092281442;-;"Euronext Expert Market";EUR;32.10;32.10;32.10;32.10;"26/05/2015 12:00";CET;100;3210.00;32.20;26/08/2024
KELLANOVA;US4878361082;1K;"Euronext Global Equity Market";EUR;72.54;72.54;72.46;72.46;"19/08/2024 17:00";CET;69;5001.26;72.22;26/08/2024
KELLANOVA;US4878361082;2K;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
KELLANOVA;US4878361082;4K;EuroTLX;EUR;72.34;72.34;72.34;72.34;"26/08/2024 09:16";CET;12;868.08;72.22;26/08/2024
KENDRION;NL0000852531;KENDR;"Euronext Amsterdam";EUR;12.60;12.82;12.56;12.82;"26/08/2024 17:35";CET;24496;'310692.18;12.82;26/08/2024
"KENMARE RESOURCES";IE00BDC5DG00;KMR;"Euronext Dublin";EUR;4.00;4.00;4.00;4.00;"26/08/2024 17:05";IST;525;2176.00;4.00;26/08/2024
KERING;FR0000121485;1KER;"Euronext Global Equity Market";EUR;280.70;280.70;260.00;260.50;"26/08/2024 17:25";CET;297;77486.10;260.35;26/08/2024
KERING;FR0000121485;4KER;EuroTLX;EUR;261.75;261.75;261.75;261.75;"26/08/2024 15:19";CET;9;2355.75;260.25;26/08/2024
KERING;FR0000121485;KER;"Euronext Paris";EUR;260.30;261.65;259.65;260.10;"26/08/2024 17:35";CET;121471;'31620328.25;260.10;26/08/2024
KERING;FR0000121485;2KER;"Trading After Hours";EUR;288.00;288.00;288.00;288.00;"25/07/2024 19:04";CET;20;5760.00;284.50;31/07/2024
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;'0.481;'0.481;'0.481;'0.481;"26/08/2024 09:00";CET;1;'0.48;'0.481;26/08/2024
"KERRY GROUP PLC";IE0004906560;KRZ;"Euronext Dublin";EUR;88.60;89.45;88.10;88.50;"26/08/2024 21:07";IST;117254;'10386952.95;88.50;26/08/2024
"KEURIG DR PEPPER";US49271V1008;2KDP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"KEURIG DR PEPPER";US49271V1008;1KDP;"Euronext Global Equity Market";EUR;30.87;30.87;30.87;30.87;"25/07/2024 09:05";CET;14;432.18;32.34;26/08/2024
"KEURIG DR PEPPER";US49271V1008;4KDP;EuroTLX;EUR;-;-;-;29.305;"'07/09/2023 00:00";CET;'0;-;32.34;26/08/2024
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;9.70;9.70;9.26;9.34;"26/08/2024 15:46";CET;2464;23249.10;9.34;26/08/2024
"KEYWARE TECH.";BE0003880979;KEYW;"Euronext Brussels";EUR;'0.705;'0.73;'0.705;'0.705;"23/08/2024 15:21";CET;8255;6007.28;'0.705;26/08/2024
KID;NO0010743545;KID;"Oslo Børs";NOK;148.20;150.80;144.60;147.00;"26/08/2024 16:25";CET;18551;'2728059.60;147.00;26/08/2024
"KINEPOLIS GROUP";BE0974274061;KIN;"Euronext Brussels";EUR;39.90;40.05;39.30;39.60;"26/08/2024 17:35";CET;22223;'884342.80;39.60;26/08/2024
"KINGSPAN GROUP PLC";IE0004927939;KRX;"Euronext Dublin";EUR;78.80;79.90;78.70;79.50;"26/08/2024 21:00";IST;76660;'6095460.30;79.50;26/08/2024
"KION GROUP";DE000KGX8881;1KGX;"Euronext Global Equity Market";EUR;34.71;34.71;34.71;34.71;"14/08/2024 11:53";CET;90;3123.90;35.28;26/08/2024
"KION GROUP";DE000KGX8881;2KGX;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"KION GROUP";DE000KGX8881;4KGX;EuroTLX;EUR;38.75;39.10;36.47;39.06;"28/06/2024 14:56";CET;3640;'138098.28;35.31;26/08/2024
KITRON;NO0003079709;KIT;"Oslo Børs";NOK;34.70;35.00;34.32;34.74;"26/08/2024 16:25";CET;146447;'5077155.70;34.74;26/08/2024
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;'0.0602;'0.0642;'0.0602;'0.064;"26/08/2024 17:35";CET;42835;2637.58;'0.064;26/08/2024
KLA-TENCOR;US4824801009;4KLAC;EuroTLX;EUR;737.70;737.70;737.70;737.70;"19/08/2024 10:01";CET;1;737.70;717.40;26/08/2024
KLA-TENCOR;US4824801009;1KLAC;"Euronext Global Equity Market";EUR;724.00;724.00;721.60;721.60;"23/08/2024 17:13";CET;2;1445.60;718.20;26/08/2024
KLA-TENCOR;US4824801009;2KLAC;"Trading After Hours";EUR;815.20;815.20;815.20;815.20;"10/07/2024 18:03";CET;7;5706.40;734.90;31/07/2024
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;1.49;1.498;1.44;1.494;"26/08/2024 17:35";CET;5670;8309.60;1.494;26/08/2024
"KLAVENESS COMBINAT";NO0010833262;KCC;"Oslo Børs";NOK;96.10;96.70;93.40;94.50;"26/08/2024 16:25";CET;173589;'16407260.50;94.50;26/08/2024
"KLEA HOLDING";FR0013481835;ALKLH;"Euronext Growth Paris";EUR;'0.1726;'0.1726;'0.165;'0.165;"26/08/2024 17:35";CET;483248;80919.86;'0.165;26/08/2024
KLEPIERRE;FR0000121964;2LI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;27.04;27.16;27.00;27.14;"26/08/2024 17:35";CET;466345;'12645610.72;27.14;26/08/2024
"KLEPIERRE REIT";FR0000121964;4LI;EuroTLX;EUR;27.78;27.78;27.34;27.34;"'04/06/2024 09:23";CET;660;18189.60;27.10;26/08/2024
KLM;NL0000009645;-;"Euronext Expert Market";EUR;1.87;1.87;1.87;1.87;"28/05/2024 11:30";CET;159;297.33;1.87;26/08/2024
"KMC PROPERTIES";NO0010360175;KMCP;"Oslo Børs";NOK;2.96;3.08;2.93;3.00;"26/08/2024 16:19";CET;417784;'1238568.44;3.00;26/08/2024
"KME GROUP";IT0004552359;KME;"Euronext Milan";EUR;'0.891;'0.891;'0.876;'0.877;"26/08/2024 17:29";CET;3333;2965.01;'0.877;26/08/2024
"KME GROUP RSP";IT0004552367;KMER;"Euronext Milan";EUR;1.29;1.335;1.29;1.335;"26/08/2024 13:14";CET;3771;5015.00;1.335;26/08/2024
"KNOX ENERGY SOLUT.";NO0013289413;KNOX;"Euronext Growth Oslo";NOK;16.68;16.80;16.68;16.80;"26/08/2024 14:28";CET;638;10717.20;16.80;26/08/2024
"KOENIG & BAUER";DE0007193500;4SKB;EuroTLX;EUR;14.12;14.12;14.12;14.12;"'05/06/2024 15:03";CET;155;2188.60;9.54;26/08/2024
"KOENIG & BAUER";DE0007193500;1SKB;"Euronext Global Equity Market";EUR;9.03;9.03;9.03;9.03;"14/08/2024 17:10";CET;127;1146.81;9.52;26/08/2024
KOENIG&BAUER;DE0007193500;2SKB;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
KOMPLETT;NO0011016040;KOMPL;"Oslo Børs";NOK;9.80;10.00;9.80;10.00;"26/08/2024 16:25";CET;1403;13986.36;10.00;26/08/2024
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;'0.69;'0.69;'0.69;'0.69;"26/08/2024 09:00";CET;1;'0.69;'0.69;26/08/2024
KONE;FI0009013403;4KNEBV;EuroTLX;EUR;48.72;48.72;46.99;46.99;"11/07/2024 09:02";CET;430;20577.65;47.78;26/08/2024
KONE;FI0009013403;1KNEBV;"Euronext Global Equity Market";EUR;46.25;46.25;46.25;46.25;"26/07/2024 09:42";CET;21;971.25;47.78;26/08/2024
KONE;FI0009013403;2KNEBV;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"KONGSBERG AUTOMOT";NO0003033102;KOA;"Oslo Børs";NOK;1.414;1.414;1.388;1.398;"26/08/2024 16:25";CET;1232663;'1723959.11;1.398;26/08/2024
"KONGSBERG GRUPPEN";NO0003043309;KOG;"Oslo Børs";NOK;1104.00;1104.00;1088.00;1089.00;"26/08/2024 16:27";CET;85639;'93481812.00;1089.00;26/08/2024
"KONINKLIJKE KPN";NL0000009082;4KPN;EuroTLX;EUR;3.60;3.60;3.60;3.60;"'02/08/2024 09:50";CET;700;2520.00;3.634;26/08/2024
"KPN KON";NL0000009082;2KPN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"KPN KON";NL0000009082;KPN;"Euronext Amsterdam";EUR;3.61;3.648;3.607;3.648;"26/08/2024 17:35";CET;4442849;'16181320.56;3.648;26/08/2024
"KRAFT BANK";NO0010815103;KRAB;"Euronext Growth Oslo";NOK;8.95;8.95;8.95;8.95;"23/08/2024 12:32";CET;150;1342.50;8.95;26/08/2024
KROGER;US5010441013;1KR;"Euronext Global Equity Market";EUR;49.295;49.295;49.295;49.295;"'08/08/2024 10:00";CET;190;9366.05;47.245;26/08/2024
KROGER;US5010441013;4KR;EuroTLX;EUR;48.50;48.50;48.50;48.50;"16/08/2024 15:25";CET;30;1455.00;47.175;26/08/2024
KROGER;US5010441013;2KR;"Trading After Hours";EUR;48.515;48.515;48.515;48.515;"11/07/2024 18:49";CET;42;2037.63;50.53;31/07/2024
"KRUSO KAPITAL";IT0005573800;KK;"Euronext Growth Milan";EUR;1.85;1.85;1.85;1.85;"'05/08/2024 09:03";CET;900;1665.00;1.85;26/08/2024
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;6.66;6.84;6.60;6.60;"26/08/2024 14:49";CET;2385;16030.12;6.60;26/08/2024
"L'AIR LIQUIDE";FR0000120073;4AI;EuroTLX;EUR;161.30;161.30;161.30;161.30;"'05/08/2024 14:44";CET;10;1613.00;166.10;26/08/2024
L'OREAL;FR0000120321;4OR;EuroTLX;EUR;386.35;386.35;386.35;386.35;"19/08/2024 11:09";CET;5;1931.75;394.55;26/08/2024
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;394.50;396.20;393.50;395.30;"26/08/2024 17:35";CET;144111;'56916692.33;395.30;26/08/2024
L'OREAL;FR0000120321;2OR;"Trading After Hours";EUR;420.15;420.15;420.15;420.15;"'04/07/2024 18:00";CET;10;4201.50;400.65;31/07/2024
"LA PERLA FASHION";NL0012191662;ALPER;"Euronext Growth Paris";EUR;7.20;7.20;7.20;7.20;"'03/07/2023 09:00";CET;1;7.20;7.20;26/08/2024
"LA SIA";IT0005555468;LASIA;"Euronext Growth Milan";EUR;3.06;3.06;3.06;3.06;"26/08/2024 15:16";CET;500;1530.00;3.06;26/08/2024
"LAB FARMACEUT ERFO";IT0005497885;ERFO;"Euronext Growth Milan";EUR;1.085;1.085;1.06;1.06;"26/08/2024 13:14";CET;6000;6385.00;1.06;26/08/2024
"LABO EUROMEDIS";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;5.16;5.16;5.16;5.16;"26/08/2024 09:00";CET;577;2977.32;5.16;26/08/2024
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;21.00;21.00;20.30;21.00;"26/08/2024 17:35";CET;851;17572.20;21.00;26/08/2024
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;21.80;22.10;21.80;22.00;"26/08/2024 17:35";CET;5501;'120989.45;22.00;26/08/2024
"LAM RESEARCH";US5128071082;4LRCX;EuroTLX;EUR;760.10;760.10;757.90;757.90;"23/08/2024 17:14";CET;2;1518.00;737.00;26/08/2024
"LAM RESEARCH";US5128071082;2LRCX;"Trading After Hours";EUR;989.00;989.00;989.00;989.00;"11/07/2024 19:11";CET;5;4945.00;833.60;31/07/2024
"LAM RESEARCH";US5128071082;1LRCX;"Euronext Global Equity Market";EUR;782.80;789.60;782.80;789.60;"19/08/2024 10:15";CET;5;3941.20;736.80;26/08/2024
"LANDI RENZO";IT0004210289;LNDR;"Euronext Milan";EUR;'0.251;'0.251;'0.24;'0.2435;"26/08/2024 17:35";CET;411940;'100626.16;'0.2435;26/08/2024
